evaluation_id,condition,session_id,agent,strategy,task,task_order,scope_id,concern,metric_id,metric_status,raw_value,unit,baseline_value,baseline_relative_delta,direction,n_observations,q1,q3,iqr,lower_fence,upper_fence,adverse_fence,metric_bad_outlier,constraint_failure,silent_decay
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,backend,BE-DUP,BE-DUP-M-001-clone-ratio,pass,0.248424,ratio,0.137639,0.110785,lower_is_better,13,0.219806,0.296813,0.07700699999999999,0.10429550000000001,0.41232349999999995,0.41232349999999995,False,True,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,backend,BE-TEST,BE-TEST-M-001-mock-per-test-case,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-COM,FE-COM-M-001-render-decision-depth-average,pass,0.54,levels,0.51,0.030000000000000027,lower_is_better,13,0.52,0.55,0.030000000000000027,0.475,0.5950000000000001,0.5950000000000001,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-STATE,FE-STATE-M-001-context-provider-ratio,pass,0.0625,ratio,0.08,-0.0175,lower_is_better,13,0.057143,0.0625,0.005357000000000001,0.0491075,0.0705355,0.0705355,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-ROUTE,FE-ROUTE-M-001-route-param-complexity,pass,0.43,params,0.4,0.02999999999999997,lower_is_better,13,0.43,0.43,0.0,0.43,0.43,0.43,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-STYLE,FE-STYLE-M-001-style-mixing-ratio,pass,0.047619,ratio,0.040816,0.0068030000000000035,lower_is_better,13,0.048077,0.056604,0.008527,0.0352865,0.0693945,0.0693945,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-DATA,FE-DATA-M-001-data-access-wrapping-ratio,pass,1.0,ratio,1.0,0.0,higher_is_better,13,1.0,1.0,0.0,1.0,1.0,1.0,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-COMM,FE-COMM-M-001-prop-drilling-average,pass,5.77,props,5.67,0.09999999999999964,lower_is_better,13,5.77,5.86,0.09000000000000075,5.634999999999998,5.995000000000001,5.995000000000001,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,frontend,FE-DUP,FE-DUP-M-001-clone-ratio,pass,0.275891,ratio,0.231043,0.044848,lower_is_better,13,0.277807,0.30152,0.023712999999999984,0.24223750000000005,0.3370895,0.3370895,False,True,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,cross-stack,CROSS-EP,CROSS-EP-M-001-endpoint-resolution-miss-ratio,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,cross-stack,CROSS-TYPE,CROSS-TYPE-M-001-contract-field-drift-density,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T2,Codex Structured,session_20260817_221755,codex,structured,T2,2,cross-stack,CROSS-PROP,CROSS-PROP-M-001-propagation-incompleteness-ratio,pass,0.0,ratio,,,lower_is_better,12,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-STRUCT,BE-STRUCT-M-001-module-composition-violation-ratio,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-DEP,BE-DEP-M-001-dependency-violation-density,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-DOM,BE-DOM-M-001-cross-module-deep-import-count,pass,0.0,count,0.0,0.0,lower_is_better,13,0.0,1.0,1.0,-1.5,2.5,2.5,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-ERR,BE-ERR-M-001-exception-unification-violation-density,pass,3.0,ratio,0.0,3.0,lower_is_better,13,0.0,3.0,3.0,-4.5,7.5,7.5,False,True,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-CONTRACT,BE-CONTRACT-M-001-dto-validator-coverage,pass,1.0,ratio,1.0,0.0,higher_is_better,13,0.957447,1.0,0.04255299999999995,0.8936175000000002,1.0638295,0.8936175000000002,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-ROUTE,BE-ROUTE-M-001-route-prefix-violation-ratio,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-SIZE,BE-SIZE-M-001-cyclomatic-complexity-ratio,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-DUP,BE-DUP-M-001-clone-ratio,pass,0.238205,ratio,0.137639,0.10056599999999999,lower_is_better,13,0.219806,0.296813,0.07700699999999999,0.10429550000000001,0.41232349999999995,0.41232349999999995,False,True,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,backend,BE-TEST,BE-TEST-M-001-mock-per-test-case,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-COM,FE-COM-M-001-render-decision-depth-average,pass,0.58,levels,0.51,0.06999999999999995,lower_is_better,13,0.52,0.55,0.030000000000000027,0.475,0.5950000000000001,0.5950000000000001,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-STATE,FE-STATE-M-001-context-provider-ratio,pass,0.060606,ratio,0.08,-0.019394,lower_is_better,13,0.057143,0.0625,0.005357000000000001,0.0491075,0.0705355,0.0705355,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-ROUTE,FE-ROUTE-M-001-route-param-complexity,pass,0.43,params,0.4,0.02999999999999997,lower_is_better,13,0.43,0.43,0.0,0.43,0.43,0.43,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-STYLE,FE-STYLE-M-001-style-mixing-ratio,pass,0.046729,ratio,0.040816,0.005913000000000002,lower_is_better,13,0.048077,0.056604,0.008527,0.0352865,0.0693945,0.0693945,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-DATA,FE-DATA-M-001-data-access-wrapping-ratio,pass,1.0,ratio,1.0,0.0,higher_is_better,13,1.0,1.0,0.0,1.0,1.0,1.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-COMM,FE-COMM-M-001-prop-drilling-average,pass,5.79,props,5.67,0.1200000000000001,lower_is_better,13,5.77,5.86,0.09000000000000075,5.634999999999998,5.995000000000001,5.995000000000001,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,frontend,FE-DUP,FE-DUP-M-001-clone-ratio,pass,0.252897,ratio,0.231043,0.021853999999999985,lower_is_better,13,0.277807,0.30152,0.023712999999999984,0.24223750000000005,0.3370895,0.3370895,False,True,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,cross-stack,CROSS-EP,CROSS-EP-M-001-endpoint-resolution-miss-ratio,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,cross-stack,CROSS-TYPE,CROSS-TYPE-M-001-contract-field-drift-density,pass,0.0,ratio,0.0,0.0,lower_is_better,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
session_20260817_221755/T3,Codex Structured,session_20260817_221755,codex,structured,T3,3,cross-stack,CROSS-PROP,CROSS-PROP-M-001-propagation-incompleteness-ratio,pass,0.0,ratio,,,lower_is_better,12,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
